timestamp,message
1619032276544,"export ACCODE=""LaSRCL8V3.5.5"""
1619032276544,"export AWS_BATCH_CE_NAME=""BatchComputeEnvironment-dce63fa88a7422c"""
1619032276544,"export AWS_BATCH_JOB_ATTEMPT=""1"""
1619032276544,"export AWS_BATCH_JOB_ID=""7b13155e-6c58-4bf7-85f6-fd9dc6cf1c6a"""
1619032276544,"export AWS_BATCH_JQ_NAME=""BatchSentinelJobQueue2E-146f7f3ea0ab1d8"""
1619032276544,"export AWS_CONTAINER_CREDENTIALS_RELATIVE_URI=""/v2/credentials/0ae3d05a-c3c8-4eaa-bc8e-525974f8ca7d"""
1619032276544,"export AWS_EXECUTION_ENV=""AWS_ECS_EC2"""
1619032276544,"export CURLINC=""/usr/local/curl/include"""
1619032276544,"export CURLLIB=""/usr/local/curl/lib"""
1619032276544,"export CURL_PREFIX=""/usr/local/curl"""
1619032276544,"export DEBUG_BUCKET=""hls-debug-output"""
1619032276544,"export ECS_CONTAINER_METADATA_URI=""http://169.254.170.2/v3/31f0c9d1-92ee-48c7-8ce6-09716092a502"""
1619032276544,"export ECS_CONTAINER_METADATA_URI_V4=""http://169.254.170.2/v4/31f0c9d1-92ee-48c7-8ce6-09716092a502"""
1619032276544,"export ECS_ENABLE_TASK_IAM_ROLE=""true"""
1619032276544,"export ESPAINC=""/usr/local/include"""
1619032276544,"export ESPALIB=""/usr/local/lib"""
1619032276544,"export ESPA_SCHEMA=""/usr/local/schema/espa_internal_metadata_v2_2.xsd"""
1619032276544,"export FREETYPE2INC=""/usr/local/include"""
1619032276544,"export FREETYPE2LIB=""/usr/local/lib"""
1619032276544,"export FREETYPE2_PREFIX=""/usr/local"""
1619032276544,"export GCTPINC=""/usr/local/include"""
1619032276544,"export GCTPLIB=""/usr/local/lib"""
1619032276544,"export GCTPLINK=""-lGctp -lm"""
1619032276544,"export GDAL_INC=""/usr/local/include"""
1619032276544,"export GDAL_LIB=""/usr/local/lib"""
1619032276544,"export GDAL_PREFIX=""/usr/local"""
1619032276544,"export GEOTIFFINC=""/usr/local/include"""
1619032276544,"export GEOTIFFLIB=""/usr/local/lib"""
1619032276544,"export GEOTIFF_INC=""/usr/local/include"""
1619032276544,"export GEOTIFF_LIB=""/usr/local/lib"""
1619032276544,"export GEOTIFF_PREFIX=""/usr/local"""
1619032276544,"export GRANULE_LIST=""S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511"""
1619032276544,"export HDF4INC=""/usr/local/include"""
1619032276544,"export HDF4LIB=""/usr/local/lib"""
1619032276544,"export HDF4_PREFIX=""/usr/local"""
1619032276544,"export HDF5INC=""/usr/local/include"""
1619032276544,"export HDF5LIB=""/usr/local/lib"""
1619032276544,"export HDF5_PREFIX=""/usr/local"""
1619032276544,"export HDFEOS5_INC=""/usr/local/include"""
1619032276544,"export HDFEOS5_LIB=""/usr/local/lib"""
1619032276544,"export HDFEOS5_PREFIX=""/usr/local"""
1619032276544,"export HDFEOSINC=""/usr/local/include"""
1619032276544,"export HDFEOSLIB=""/usr/local/lib"""
1619032276544,"export HDFEOS_GCTPINC=""/usr/local/include"""
1619032276544,"export HDFEOS_GCTPLIB=""/usr/local/lib"""
1619032276544,"export HDFEOS_INC=""/usr/local/include"""
1619032276544,"export HDFEOS_LIB=""/usr/local/lib"""
1619032276544,"export HDFEOS_PREFIX=""/usr/local"""
1619032276544,"export HDFINC=""/usr/local/include"""
1619032276544,"export HDFLIB=""/usr/local/lib"""
1619032276544,"export HDFLINK="" -lmfhdf -ldf -lm"""
1619032276544,"export HOME=""/root"""
1619032276544,"export HOSTNAME=""ip-10-1-128-244.us-west-2.compute.internal"""
1619032276544,"export IDNINC=""/usr/local/idn/include"""
1619032276544,"export IDNLIB=""/usr/local/idn/lib"""
1619032276544,"export IDN_PREFIX=""/usr/local/idn"""
1619032276544,"export INPUT_BUCKET=""hls-sentinel-validation-scenes/cloud_free_google"""
1619032276544,"export JBIGINC=""/usr/local/include"""
1619032276544,"export JBIGLIB=""/usr/local/lib"""
1619032276544,"export JBIG_PREFIX=""/usr/local"""
1619032276544,"export JPEGINC=""/usr/local/include"""
1619032276544,"export JPEGLIB=""/usr/local/lib"""
1619032276544,"export JPEG_PREFIX=""/usr/local"""
1619032276544,"export JPGLIB=""/usr/local/lib"""
1619032276544,"export LANG=""en_US.utf-8"""
1619032276544,"export LASRC_AUX_DIR=""/var/lasrc_aux"""
1619032276544,"export LC_ALL=""en_US.utf-8"""
1619032276544,"export LD_LIBRARY_PATH=""/usr/lib64:/usr/local/lib"""
1619032276544,"export LZMAINC=""/usr/local/include"""
1619032276544,"export LZMALIB=""/usr/local/lib"""
1619032276544,"export NCDF4INC=""/usr/local/include"""
1619032276544,"export NCDF4LIB=""/usr/local/lib"""
1619032276544,"export NETCDF4INC=""/usr/local/include"""
1619032276544,"export NETCDF4LIB=""/usr/local/lib"""
1619032276544,"export NETCDF4_PREFIX=""/usr/local"""
1619032276544,export OLDPWD
1619032276544,"export OMP_NUM_THREADS=""2"""
1619032276544,"export PATH=""/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin"""
1619032276544,"export PKGCONFIG_PREFIX=""/usr/local"""
1619032276544,"export PKG_CONFIG_PATH=""/usr/local/lib/pkgconfig/"""
1619032276544,"export PNGINC=""/usr/local/include"""
1619032276544,"export PNGLIB=""/usr/local/lib"""
1619032276544,"export PNG_PREFIX=""/usr/local"""
1619032276544,"export PREFIX=""/usr/local"""
1619032276544,"export PROJ4_INC=""/usr/local/include"""
1619032276544,"export PROJ4_LIB=""/usr/local/lib"""
1619032276544,"export PROJ4_PREFIX=""/usr/local"""
1619032276544,"export PROJLIB=""/usr/local/lib"""
1619032276544,"export PWD=""/"""
1619032276544,"export PYTHONPATH="":/usr/local/lib/python3.6/site-packages:/usr/local/lib/python3.6/site-packages"""
1619032276544,"export REPLACE_EXISTING=""replace"""
1619032276544,"export SHLVL=""1"""
1619032276544,"export SRC_DIR=""/usr/local/src"""
1619032276544,"export SZIPINC=""/usr/local/include"""
1619032276544,"export SZIPLIB=""/usr/local/lib"""
1619032276544,"export SZIP_PREFIX=""/usr/local"""
1619032276544,"export SZLIB=""/usr/local/lib"""
1619032276544,"export TIFFINC=""/usr/local/include"""
1619032276544,"export TIFFLIB=""/usr/local/lib"""
1619032276544,"export TIFF_PREFIX=""/usr/local"""
1619032276544,"export XML2INC=""/usr/local/include/libxml2"""
1619032276544,"export XML2LIB=""/usr/local/lib"""
1619032276544,"export XML2_PREFIX=""/usr/local"""
1619032276544,"export XSLTINC=""/usr/local/include/libxslt"""
1619032276544,"export XSLTLIB=""/usr/local/lib"""
1619032276544,"export XSLT_PREFIX=""/usr/local"""
1619032276544,"export XZINC=""/usr/local/include"""
1619032276544,"export XZLIB=""/usr/local/lib"""
1619032276544,"export XZ_PREFIX=""/usr/local"""
1619032276544,"export ZLIB=""/usr/local/lib"""
1619032276544,"export ZLIBINC=""/usr/local/include"""
1619032276544,"export ZLIBLIB=""/usr/local/lib"""
1619032276544,"export ZLIB_PREFIX=""/usr/local"""
1619032276549,Start processing granules
1619032277401,An error occurred (AccessDenied) when calling the ListBuckets operation: Access Denied
1619032288458,Check solar azimuth
1619032288524,Running derive_s2ang
1619032640868,------------------------------------------
1619032640868,Setting up environment variables
1619032640868,---
1619032640868,LD_LIBRARY_PATH is .:/usr/local/MATLAB/v96/runtime/glnxa64:/usr/local/MATLAB/v96/bin/glnxa64:/usr/local/MATLAB/v96/sys/os/glnxa64:/usr/local/MATLAB/v96/sys/opengl/lib/glnxa64
1619032640868,Fmask 4.3 start ...
1619032640868,Cloud/cloud shadow/snow dilated by 3/3/0 pixels.
1619032640868,Cloud probability threshold of 20.00%.
1619032640868,Load or calculate TOA reflectances.
1619032640868,"Detect potential clouds, cloud shadows, snow, and water."
1619032640868,Match cloud shadows with clouds.
1619032640868,Fmask 4.3 finished (5.33 minutes)
1619032640868,for L1C_T31TFJ_A025130_20200414T103654 with 99.43% clear pixels
1619032640870,for L1C_T31TFJ_A025130_20200414T103654 with 99.43% clear pixels
1619032640870,Running parse_fmask
1619032640942,Granule is valid
1619032640942,Converting to flat binary
1619032640955,"Input file size is 5490, 5490"
1619032641095,0...10...20...30...40...50...60...70...80...90...100 - done.
1619032641298,2021-04-21 19:17:21.298 110 INFO     unpackage_s2.py:82:unpackage -- Unpackaging Sentinel-2 package /var/scratch/7b13155e-6c58-4bf7-85f6-fd9dc6cf1c6a/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511.zip into /var/scratch/7b13155e-6c58-4bf7-85f6-fd9dc6cf1c6a/S2A_MSIL1C_20200414T103021_N0209_R108_T31TFJ_20200414T123511
